Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Rutkowski E., Houghten S., Brown J.A.","57219282341;6506378984;55724408300;","Extracting Information from Weighted Contact Networks via Genetic Algorithms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099044802&doi=10.1109%2fCIBCB48159.2020.9277709&partnerID=40&md5=42d7939d848708317efb303a2128b401",,"Bioinformatics; Graph algorithms; Graph theory; Intelligent computing; Contact networks; Contact tracing; Exposed to; Extracting information; Graph compressions; Low rates; Supernodes; Weighted networks; Genetic algorithms"
"Makarenko I., Semushin S., Suhai S., Ahsan Kazmi S.M., Oracevic A., Hussain R.","57224991843;57220921349;55934138000;56783838600;55229307000;35324500900;","A Comparative Analysis of Cryptographic Algorithms in the Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097907439&doi=10.1109%2fMoNeTeC49726.2020.9258156&partnerID=40&md5=f8711ccb8b50b3be4ea56a674bd7119f","comparative analysis; cryptographic algorithms; encryption algorithms; Internet of Things; IoT security","Internet of things; Molybdenum compounds; Tea; Tellurium compounds; Wireless sensor networks; Block based; Comparative analysis; Cryptographic algorithms; Encryption algorithms; Integral part; Internet of Things (IOT); Memory consumption; Source codes; Cryptography"
"Nedelchev S., Kirsanov D., Gaponov I.","57200310148;57194146935;24922859900;","IMU-based parameter identification and position estimation in twisted string actuators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102407936&doi=10.1109%2fIROS45743.2020.9341136&partnerID=40&md5=2b54466f9f4b7c294c89d0f0cacca286","Calibration and Identification; Kinematics; Tendon/Wire Mechanism","Acceleration measurement; Actuators; Agricultural robots; Intelligent robots; Kinematics; Position measurement; Quadratic programming; Accurate estimation; Differential kinematics; Linearization technique; Non-linear parameters; Operating condition; Position estimation; Quadratic programs; Trajectory tracking; Parameter estimation"
"Gorodetskiy A., Serebryakov A., Oracevic A., Hussain R., Ahsan Kazmi S.M.","57221607893;56039044000;55229307000;35324500900;56783838600;","Towards a secure and efficient location-based secret sharing protocol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099590896&doi=10.1109%2fISNCC49221.2020.9297289&partnerID=40&md5=9204b2ec97686d1b74a7c0ce6479025f","Geolock-Based Encryption; Location-Based Encryption; Location-Based Key Exchange; Secret Sharing; Security; Trusted Third Party (TTP)","Computer networks; Global positioning system; Location; Encryption and decryption; Location based; Location data; Proof of concept; Secret sharing protocols; Specific areas; Specific location; Trusted third parties; Cryptography"
"Bucchiarone A., Savary-Leblanc M., Pallec X.L., Bruel J.-M., Cicchetti A., Cabot J., Gerard S., Aslam H., Marconi A., Perillo M.","13105059800;57212107782;56111292100;35232489400;22733357800;8963493600;23088273000;57193924846;14632396800;57189375022;","Papyrus for gamers, let's play modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096778882&doi=10.1145%2f3417990.3422002&partnerID=40&md5=233f0acc3f610750619dfad311a1f042","Gamification; Modeling education; Papyrus; Software modeling","Gamification; API calls; Modeling aspects; Open-source model; Play model; Students learning; Learning systems"
"Kemmoe V.Y., Kwon Y., Shin S., Hussain R., Cho S., Son J.","57218297936;57205303945;57221325741;35324500900;8567664700;37049229900;","Leveraging Smart Contracts for Asynchronous Group Key Agreement in Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098881743&doi=10.1109%2fSMC42975.2020.9282954&partnerID=40&md5=a00857ad0c42379affd759e77e3d1826","Blockchain; Cryptography; Group Key Agreement; Internet of Things; Secure communication; Smart Contracts","Ad hoc networks; Cryptography; Sensor networks; Cryptographic computations; Cryptographic functions; Group key; Group key agreement; Internet of thing (IOT); Session key; Storage overhead; Trusted third parties; Internet of things"
"Thapaliya A.","57210745306;","Evaluation of brain activity while Pair Programming","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098544596&doi=10.1145%2f3377812.3382161&partnerID=40&md5=562b158c705131ace269326a9d266a12",,"Brain; Electromagnetic waves; Brain activity; Concentration levels; Pair-programming; Software developer; Software engineering"
"Kurkin S.A., Grubov V.V., Maksimenko V.A., Pitsik E.N., Khramova M.V., Hramov A.E.","35334432000;54787609400;56572360300;57192586726;56572729200;6603156741;","System for monitoring and adjusting the learning process of primary schoolchildren based on the EEG data analysis [Система для контроля и корректировки процесса обучения младших школьников на базе анализа данных ЭЭГ]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096068215&doi=10.31799%2f1684-8853-2020-5-50-61&partnerID=40&md5=d99e95d24fecab999ac585673d281520","Brain activity; Brain-computer interface; EEG; EEG signal analysis; Electroencephalography; Elementary school students; Learning process control; Neural activity; Personalized learning",
"Ciancarini P., Ergasheva S., Kholmatova Z., Kruglov A., Succi G., Vasquez X., Zuev E.","7004218817;57213161890;57219433553;57216030902;7004757466;57216852230;41763132200;","Analysis of energy consumption of software development process entities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092707271&doi=10.3390%2felectronics9101678&partnerID=40&md5=8d4c0574708831b1a54a3236c87ce33e","Activities classification; Datasets; Power consumption; Software architecture; Software development",
"Khan L.U., Yaqoob I., Tran N.H., Kazmi S.M.A., Dang T.N., Hong C.S.","57214757171;56045308100;23398461300;56783838600;57188865186;56623778200;","Edge-Computing-Enabled Smart Cities: A Comprehensive Survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087819719&doi=10.1109%2fJIOT.2020.2987070&partnerID=40&md5=427bba7af89ac8b75c473570d7d781c6","Cloudlet; fog computing; Internet of Things (IoT); micro data centers; mobile cloud computing (MCC); mobile-edge computing; smart cities","Smart city; Computational processing; Computing applications; Computing paradigm; Future research directions; Latency-aware; State of the art; Edge computing"
"Saraiva R.D., Grichshenko A., Araújo L.J.P.D., Junior B.A., De Carvalho G.N.","55369634500;57217088924;57194583034;55811742900;57219340834;","Using Ant Colony Optimisation for map generation and improving game balance in the Terra Mystica and Settlers of Catan board games","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092278546&doi=10.1145%2f3402942.3409778&partnerID=40&md5=2682f30858dd1eb9da7c74dd58c004b9","Ant colony optimisation; procedural content generation; Settlers of Catan; Terra Mystica","Ant colony optimization; Artificial intelligence; Academic literature; Algorithmic solutions; Board games; Brute force; Game balances; Game balancing; Map generation; Metaheuristic; Computer games"
"Shapovalov I., Maximychev E., Gafurov S., Ostankovich V., Fedorenko R.","57214700265;57220803739;56088205500;57208863826;55692229600;","Robust localization of a self-driving vehicle in a lane","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097640108&doi=10.1109%2fDCNAIR50402.2020.9216922&partnerID=40&md5=ed91abab0ab1f9fbe66c3a7f3912735d","Bicycle kinematics; CNN; Computer vision; Lane detection; Localization; Road segmentation; Self-driving car; Square-root unscented Kalman filter","Agricultural robots; Autonomous vehicles; Robotics; Autonomous driving; Conventional computers; GNSS signals; Kalman-filtering; Operational conditions; Self drivings; Urban conditions; Vehicle position; Complex networks"
"Kuc A.","57205658369;","Analysis of EEG spectral amplitudes during ambiguous information processing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096365329&doi=10.1109%2fDCNAIR50402.2020.9216896&partnerID=40&md5=f9be261f21dc00fec663e91652ac52fe","cognitive activity; neural activity; the Necker cube; visual stimuli; wavelet transformation","Agricultural robots; Dynamics; Robotics; Cortical activity; Spectral amplitude; Visual stimulus; Complex networks"
"Kuc A., Grubov V., Maksimenko V., Makarov V.","57205658369;54787609400;56572360300;56459531300;","Estimating elementary cognitive functions based on EEG signals analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096364958&doi=10.1109%2fDCNAIR50402.2020.9216795&partnerID=40&md5=35f0ba83acf6a67da6a0279c76fb22dc","Ambiguous stimuli; EEG signals; Reaction time task","Agricultural robots; Human reaction time; Robotics; Cognitive ability; Cognitive functions; Cortical activity; EEG signals analysis; Elementary function; Human performance; Reaction-time task; Task performance; Complex networks"
"Frolov N., Pitsik E., Schukovskii N.","16498801300;57192586726;57219972206;","Transformation of the Theta-band Functional Connectivity during Motor Initiation under Healthy Aging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096364950&doi=10.1109%2fDCNAIR50402.2020.9216901&partnerID=40&md5=bd6bd79bd92f011d85e9d7808c973715","brain; EEG; functional connectivity; healthy aging; motor system","Agricultural robots; Electroencephalography; Electrophysiology; Robotics; Age-related changes; Brain dynamics; Daily activity; Execution phase; Functional connectivity; Hand movement; Motor actions; Motor systems; Complex networks"
"Badarin A., Kurkin S.","56359138000;35334432000;","Space-charge-limited current in an external magnetic field","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096364598&doi=10.1109%2fDCNAIR50402.2020.9216933&partnerID=40&md5=3be39e2c15decbb5a2b0f4a941daa489","electron beams; nonlinear dynamics; virtual cathode","Agricultural robots; Dynamics; Electric conductivity; Magnetic fields; Robotics; Beam dynamics; Beam energies; Drift tube; External magnetic field; Fundamental properties; Space charge limited currents; Complex networks"
"Sinitsina M.S., Gordleeva S.Y., Kazantsev V.B., Pankratova E.V.","57219973343;55328272900;7005605401;7004661122;","Emergence of complicated regular and irregular spontaneous Ca2+oscillations in astrocytes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096364562&doi=10.1109%2fDCNAIR50402.2020.9216897&partnerID=40&md5=c96aa9be0b229c7f3f4f48fcbe9deb8a","astrocyte Ca2+activity; chaos emergence; oscillations cessation","Agricultural robots; Calcium; Robotics; Calcium concentration; Cytosols; Endoplasmic reticulum; Production process; Spontaneous activity; Complex networks"
"Frolov N., Maksimenko V., Ghosh D., Majhi S., Rakshit S.","16498801300;56572360300;56225913500;57144015200;57193844653;","Route to Coherence in a Frequency-Heterogeneous Kuramoto Network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096364355&doi=10.1109%2fDCNAIR50402.2020.9216818&partnerID=40&md5=8a6a9bdd1e4ffaf7f1b86a9f5c5dcd08","chimera; complex networks; heterogeneity; Kuramoto model; synchronization","Agricultural robots; Heterogeneous networks; Robotics; Synchronization; Topology; Controlled experiment; Coupling strengths; Emergent behaviors; Interacting elements; Kuramoto models; Network topology; Small worlds; Social systems; Complex networks"
"Vorochaeva L., Savin S., Hamed H., Leon A.M.","56512432800;55978984900;57219973360;57193379502;","Analysis of algorithms for controlling the length of crawling robot modules","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096363825&doi=10.1109%2fDCNAIR50402.2020.9216734&partnerID=40&md5=0cc362c9b99b01a95c636a33a50bc1ee","control system; module length control; multi-module crawling robot; parallel algorithm; serial algorithm; serial-parallel algorithm","Agricultural robots; Flight control systems; Friction; Robotics; Robots; Analysis of algorithms; Coefficient of frictions; Comparative analysis; Control stage; Controlling module; Crawling robots; Perpendicular-plane; Complex networks"
"Chholak P., Pisarchik A.N.","57202377690;7005864666;","Highest performance requires an optimal effort: A MEG study on visual perception","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096362874&doi=10.1109%2fDCNAIR50402.2020.9216867&partnerID=40&md5=5803b9fc83637f12a23ce3daa60b7cc4","attention; coherence resonance; evoked response; lateral occipital; v1; v2","Agricultural robots; Brain mapping; Magnetoencephalography; Robotics; Coherence resonance; Lateral occipital complexes; Optimal response; Steady-state response; Time duration; Time-periods; Visual perception; Visual response; Complex networks"
